for NO_TESTS is 0 cond_prob_loop is 0 actual oracle response for each test:
actual_loop_count:1, actual_oracle_response:-1 0 
actual_loop_count:664, actual_oracle_response:0 0 
actual_loop_count:665, actual_oracle_response:0 -1 0 
actual_loop_count:666, actual_oracle_response:0 0 
actual_loop_count:667, actual_oracle_response:0 0 
actual_loop_count:668, actual_oracle_response:0 0 
actual_loop_count:669, actual_oracle_response:-1 0 
actual_loop_count:670, actual_oracle_response:-1 0 
actual_loop_count:671, actual_oracle_response:0 0 
actual_loop_count:672, actual_oracle_response:-1 -1 
actual_loop_count:673, actual_oracle_response:-1 -1 
actual_loop_count:674, actual_oracle_response:-1 -1 
actual_loop_count:675, actual_oracle_response:-1 0 
actual_loop_count:676, actual_oracle_response:-1 0 
actual_loop_count:677, actual_oracle_response:-1 -1 
actual_loop_count:678, actual_oracle_response:-1 -1 
actual_loop_count:679, actual_oracle_response:-1 -1 
actual_loop_count:680, actual_oracle_response:-1 0 
actual_loop_count:681, actual_oracle_response:0 -1 -1 
actual_loop_count:682, actual_oracle_response:0 -1 0 
actual_loop_count:683, actual_oracle_response:0 -1 0 
actual_loop_count:684, actual_oracle_response:0 -1 -1 
actual_loop_count:685, actual_oracle_response:0 0 
actual_loop_count:686, actual_oracle_response:0 -1 0 
actual_loop_count:687, actual_oracle_response:0 -1 -1 
actual_loop_count:688, actual_oracle_response:0 -1 0 
actual_loop_count:689, actual_oracle_response:0 0 
actual_loop_count:690, actual_oracle_response:0 0 
actual_loop_count:691, actual_oracle_response:0 0 
actual_loop_count:692, actual_oracle_response:0 0 
actual_loop_count:693, actual_oracle_response:0 0 
actual_loop_count:694, actual_oracle_response:-1 0 
actual_loop_count:695, actual_oracle_response:0 0 
actual_loop_count:696, actual_oracle_response:-1 0 
actual_loop_count:697, actual_oracle_response:-1 -1 
actual_loop_count:698, actual_oracle_response:0 0 
actual_loop_count:699, actual_oracle_response:-1 -1 
actual_loop_count:700, actual_oracle_response:0 0 
actual_loop_count:701, actual_oracle_response:-1 0 
actual_loop_count:702, actual_oracle_response:-1 0 
actual_loop_count:703, actual_oracle_response:-1 0 
actual_loop_count:704, actual_oracle_response:-1 -1 
actual_loop_count:705, actual_oracle_response:0 0 
actual_loop_count:706, actual_oracle_response:-1 0 
actual_loop_count:707, actual_oracle_response:-1 0 
actual_loop_count:708, actual_oracle_response:0 0 
actual_loop_count:709, actual_oracle_response:-1 0 
actual_loop_count:710, actual_oracle_response:0 -1 0 
actual_loop_count:711, actual_oracle_response:0 0 
actual_loop_count:712, actual_oracle_response:0 0 
actual_loop_count:713, actual_oracle_response:0 -1 -1 
actual_loop_count:714, actual_oracle_response:0 -1 0 
actual_loop_count:715, actual_oracle_response:0 -1 0 
actual_loop_count:716, actual_oracle_response:0 -1 -1 
actual_loop_count:717, actual_oracle_response:0 -1 0 
actual_loop_count:718, actual_oracle_response:0 0 
actual_loop_count:719, actual_oracle_response:0 0 
actual_loop_count:720, actual_oracle_response:0 -1 0 
actual_loop_count:721, actual_oracle_response:0 0 
actual_loop_count:722, actual_oracle_response:0 0 
actual_loop_count:723, actual_oracle_response:0 0 
actual_loop_count:724, actual_oracle_response:0 0 
actual_loop_count:725, actual_oracle_response:-1 -1 
actual_loop_count:726, actual_oracle_response:-1 -1 
actual_loop_count:727, actual_oracle_response:0 0 
actual_loop_count:728, actual_oracle_response:-1 -1 
actual_loop_count:729, actual_oracle_response:-1 -1 
actual_loop_count:730, actual_oracle_response:-1 -1 
actual_loop_count:731, actual_oracle_response:-1 -1 
actual_loop_count:732, actual_oracle_response:0 -1 0 
actual_loop_count:733, actual_oracle_response:-1 0 
actual_loop_count:734, actual_oracle_response:-1 0 
actual_loop_count:735, actual_oracle_response:0 0 
actual_loop_count:736, actual_oracle_response:0 -1 0 
actual_loop_count:737, actual_oracle_response:0 -1 -1 
actual_loop_count:738, actual_oracle_response:0 -1 -1 
actual_loop_count:739, actual_oracle_response:0 0 
actual_loop_count:740, actual_oracle_response:0 0 
actual_loop_count:741, actual_oracle_response:0 -1 0 
actual_loop_count:742, actual_oracle_response:0 -1 0 
actual_loop_count:743, actual_oracle_response:0 -1 -1 
actual_loop_count:744, actual_oracle_response:0 -1 0 
actual_loop_count:745, actual_oracle_response:0 -1 0 
actual_loop_count:746, actual_oracle_response:0 -1 0 
actual_loop_count:747, actual_oracle_response:0 0 
actual_loop_count:748, actual_oracle_response:0 0 
actual_loop_count:749, actual_oracle_response:0 0 
actual_loop_count:750, actual_oracle_response:0 -1 0 
actual_loop_count:751, actual_oracle_response:-1 0 
actual_loop_count:752, actual_oracle_response:-1 0 
actual_loop_count:753, actual_oracle_response:-1 0 
actual_loop_count:754, actual_oracle_response:0 0 
actual_loop_count:755, actual_oracle_response:0 0 
actual_loop_count:756, actual_oracle_response:-1 0 
actual_loop_count:757, actual_oracle_response:0 -1 0 
actual_loop_count:758, actual_oracle_response:0 0 
actual_loop_count:759, actual_oracle_response:0 -1 0 
actual_loop_count:760, actual_oracle_response:0 -1 0 
actual_loop_count:761, actual_oracle_response:0 -1 -1 
actual_loop_count:762, actual_oracle_response:0 -1 0 
actual_loop_count:763, actual_oracle_response:0 0 
actual_loop_count:764, actual_oracle_response:-1 0 
actual_loop_count:765, actual_oracle_response:0 -1 0 
actual_loop_count:766, actual_oracle_response:0 -1 -1 
actual_loop_count:767, actual_oracle_response:0 -1 -1 
actual_loop_count:768, actual_oracle_response:-1 0 
actual_loop_count:769, actual_oracle_response:0 -1 -1 
actual_loop_count:770, actual_oracle_response:-1 0 
actual_loop_count:771, actual_oracle_response:0 -1 0 
actual_loop_count:772, actual_oracle_response:0 -1 0 
actual_loop_count:773, actual_oracle_response:0 -1 0 
actual_loop_count:774, actual_oracle_response:0 -1 0 
actual_loop_count:775, actual_oracle_response:-1 0 
actual_loop_count:776, actual_oracle_response:0 0 
actual_loop_count:777, actual_oracle_response:0 -1 0 
actual_loop_count:778, actual_oracle_response:0 0 
actual_loop_count:779, actual_oracle_response:0 -1 -1 
actual_loop_count:780, actual_oracle_response:0 -1 -1 
actual_loop_count:781, actual_oracle_response:0 0 
actual_loop_count:782, actual_oracle_response:0 -1 0 
actual_loop_count:783, actual_oracle_response:0 -1 0 
actual_loop_count:784, actual_oracle_response:0 0 
actual_loop_count:785, actual_oracle_response:0 -1 0 
actual_loop_count:786, actual_oracle_response:0 0 
actual_loop_count:787, actual_oracle_response:0 -1 0 
actual_loop_count:788, actual_oracle_response:0 0 
actual_loop_count:789, actual_oracle_response:0 0 
actual_loop_count:790, actual_oracle_response:0 0 
actual_loop_count:791, actual_oracle_response:-1 0 
actual_loop_count:792, actual_oracle_response:-1 0 
actual_loop_count:793, actual_oracle_response:0 0 
actual_loop_count:794, actual_oracle_response:-1 0 
actual_loop_count:795, actual_oracle_response:-1 -1 
actual_loop_count:796, actual_oracle_response:0 -1 0 
actual_loop_count:797, actual_oracle_response:-1 0 
actual_loop_count:798, actual_oracle_response:-1 0 
actual_loop_count:799, actual_oracle_response:-1 0 
actual_loop_count:800, actual_oracle_response:-1 0 
actual_loop_count:801, actual_oracle_response:0 0 
actual_loop_count:802, actual_oracle_response:-1 0 
actual_loop_count:803, actual_oracle_response:0 -1 0 
actual_loop_count:804, actual_oracle_response:0 -1 0 
actual_loop_count:805, actual_oracle_response:0 0 
actual_loop_count:806, actual_oracle_response:-1 -1 
actual_loop_count:807, actual_oracle_response:-1 0 
actual_loop_count:808, actual_oracle_response:-1 -1 
actual_loop_count:809, actual_oracle_response:0 -1 0 
actual_loop_count:810, actual_oracle_response:-1 0 
actual_loop_count:811, actual_oracle_response:-1 0 
actual_loop_count:812, actual_oracle_response:0 0 
actual_loop_count:813, actual_oracle_response:-1 0 
actual_loop_count:814, actual_oracle_response:-1 0 
actual_loop_count:815, actual_oracle_response:0 0 
actual_loop_count:816, actual_oracle_response:-1 0 
actual_loop_count:817, actual_oracle_response:0 0 
actual_loop_count:818, actual_oracle_response:-1 0 
actual_loop_count:819, actual_oracle_response:0 0 
actual_loop_count:820, actual_oracle_response:-1 0 
actual_loop_count:821, actual_oracle_response:-1 0 
actual_loop_count:822, actual_oracle_response:-1 -1 
actual_loop_count:823, actual_oracle_response:0 0 
actual_loop_count:824, actual_oracle_response:-1 0 
actual_loop_count:825, actual_oracle_response:-1 0 
actual_loop_count:826, actual_oracle_response:0 -1 -1 
actual_loop_count:827, actual_oracle_response:0 -1 -1 
actual_loop_count:828, actual_oracle_response:-1 0 
actual_loop_count:829, actual_oracle_response:0 -1 0 
actual_loop_count:830, actual_oracle_response:-1 0 
actual_loop_count:831, actual_oracle_response:0 0 
actual_loop_count:832, actual_oracle_response:0 -1 0 
actual_loop_count:833, actual_oracle_response:-1 0 
actual_loop_count:834, actual_oracle_response:-1 0 
actual_loop_count:835, actual_oracle_response:-1 0 
actual_loop_count:836, actual_oracle_response:0 0 
actual_loop_count:837, actual_oracle_response:-1 0 
actual_loop_count:838, actual_oracle_response:0 0 
actual_loop_count:839, actual_oracle_response:0 0 
actual_loop_count:840, actual_oracle_response:-1 0 
actual_loop_count:841, actual_oracle_response:-1 -1 
actual_loop_count:842, actual_oracle_response:0 -1 -1 
actual_loop_count:843, actual_oracle_response:0 -1 0 
actual_loop_count:844, actual_oracle_response:0 -1 0 
actual_loop_count:845, actual_oracle_response:0 0 
actual_loop_count:846, actual_oracle_response:0 -1 0 
actual_loop_count:847, actual_oracle_response:0 0 
actual_loop_count:848, actual_oracle_response:0 0 
actual_loop_count:849, actual_oracle_response:0 0 
actual_loop_count:850, actual_oracle_response:-1 0 
actual_loop_count:851, actual_oracle_response:-1 0 
actual_loop_count:852, actual_oracle_response:-1 -1 
actual_loop_count:853, actual_oracle_response:0 0 
actual_loop_count:854, actual_oracle_response:0 0 
actual_loop_count:855, actual_oracle_response:0 0 
actual_loop_count:856, actual_oracle_response:0 -1 0 
actual_loop_count:857, actual_oracle_response:0 -1 0 
actual_loop_count:858, actual_oracle_response:0 0 
actual_loop_count:859, actual_oracle_response:0 -1 0 
actual_loop_count:860, actual_oracle_response:0 -1 0 
actual_loop_count:861, actual_oracle_response:0 -1 -1 
actual_loop_count:862, actual_oracle_response:0 -1 0 
actual_loop_count:863, actual_oracle_response:0 0 
actual_loop_count:864, actual_oracle_response:0 0 
actual_loop_count:865, actual_oracle_response:0 -1 0 
actual_loop_count:866, actual_oracle_response:0 0 
actual_loop_count:867, actual_oracle_response:0 -1 0 
actual_loop_count:868, actual_oracle_response:0 0 
actual_loop_count:869, actual_oracle_response:-1 0 
actual_loop_count:870, actual_oracle_response:0 0 
actual_loop_count:871, actual_oracle_response:0 0 
actual_loop_count:872, actual_oracle_response:0 0 
actual_loop_count:873, actual_oracle_response:0 -1 0 
actual_loop_count:874, actual_oracle_response:0 0 
actual_loop_count:875, actual_oracle_response:0 -1 0 
actual_loop_count:876, actual_oracle_response:-1 0 
actual_loop_count:877, actual_oracle_response:-1 0 
actual_loop_count:878, actual_oracle_response:0 -1 0 
actual_loop_count:879, actual_oracle_response:0 0 
actual_loop_count:880, actual_oracle_response:-1 0 
actual_loop_count:881, actual_oracle_response:-1 0 
actual_loop_count:882, actual_oracle_response:0 -1 0 
actual_loop_count:883, actual_oracle_response:0 0 
actual_loop_count:884, actual_oracle_response:0 0 
actual_loop_count:885, actual_oracle_response:0 0 
actual_loop_count:886, actual_oracle_response:-1 0 
actual_loop_count:887, actual_oracle_response:0 0 
actual_loop_count:888, actual_oracle_response:0 0 
actual_loop_count:889, actual_oracle_response:0 0 
actual_loop_count:890, actual_oracle_response:0 0 
actual_loop_count:891, actual_oracle_response:0 0 
actual_loop_count:892, actual_oracle_response:0 0 
actual_loop_count:893, actual_oracle_response:0 0 
actual_loop_count:894, actual_oracle_response:0 0 
actual_loop_count:895, actual_oracle_response:0 0 
actual_loop_count:896, actual_oracle_response:0 0 
actual_loop_count:897, actual_oracle_response:0 0 
actual_loop_count:898, actual_oracle_response:0 0 
actual_loop_count:899, actual_oracle_response:0 0 
actual_loop_count:900, actual_oracle_response:-1 0 
actual_loop_count:901, actual_oracle_response:0 0 
actual_loop_count:902, actual_oracle_response:-1 0 
actual_loop_count:903, actual_oracle_response:0 0 
actual_loop_count:904, actual_oracle_response:0 0 
actual_loop_count:905, actual_oracle_response:0 0 
actual_loop_count:906, actual_oracle_response:0 -1 0 
actual_loop_count:907, actual_oracle_response:-1 -1 
actual_loop_count:908, actual_oracle_response:0 0 
actual_loop_count:909, actual_oracle_response:-1 0 
actual_loop_count:910, actual_oracle_response:0 0 
actual_loop_count:911, actual_oracle_response:0 0 
actual_loop_count:912, actual_oracle_response:0 0 
actual_loop_count:913, actual_oracle_response:-1 -1 
actual_loop_count:914, actual_oracle_response:-1 0 
actual_loop_count:915, actual_oracle_response:-1 0 
actual_loop_count:916, actual_oracle_response:-1 0 
actual_loop_count:917, actual_oracle_response:-1 0 
actual_loop_count:918, actual_oracle_response:-1 0 
actual_loop_count:919, actual_oracle_response:-1 -1 
actual_loop_count:920, actual_oracle_response:-1 0 
actual_loop_count:921, actual_oracle_response:-1 -1 
actual_loop_count:922, actual_oracle_response:0 0 
actual_loop_count:923, actual_oracle_response:0 -1 0 
actual_loop_count:924, actual_oracle_response:-1 0 
actual_loop_count:925, actual_oracle_response:0 0 
actual_loop_count:926, actual_oracle_response:0 0 
actual_loop_count:927, actual_oracle_response:-1 0 
actual_loop_count:928, actual_oracle_response:0 0 
actual_loop_count:929, actual_oracle_response:0 0 
actual_loop_count:930, actual_oracle_response:0 -1 0 
actual_loop_count:931, actual_oracle_response:-1 0 
actual_loop_count:932, actual_oracle_response:0 0 
actual_loop_count:933, actual_oracle_response:0 0 
actual_loop_count:934, actual_oracle_response:-1 0 
actual_loop_count:935, actual_oracle_response:-1 0 
actual_loop_count:936, actual_oracle_response:0 -1 0 
actual_loop_count:937, actual_oracle_response:0 0 
actual_loop_count:938, actual_oracle_response:0 0 
actual_loop_count:939, actual_oracle_response:0 0 
actual_loop_count:940, actual_oracle_response:0 0 
actual_loop_count:941, actual_oracle_response:-1 0 
actual_loop_count:942, actual_oracle_response:-1 0 
actual_loop_count:943, actual_oracle_response:-1 -1 
actual_loop_count:944, actual_oracle_response:-1 0 
actual_loop_count:945, actual_oracle_response:-1 -1 
actual_loop_count:946, actual_oracle_response:0 0 
actual_loop_count:947, actual_oracle_response:-1 -1 
actual_loop_count:948, actual_oracle_response:-1 0 
actual_loop_count:949, actual_oracle_response:-1 0 
actual_loop_count:950, actual_oracle_response:-1 -1 
actual_loop_count:951, actual_oracle_response:0 0 
actual_loop_count:952, actual_oracle_response:0 0 
actual_loop_count:953, actual_oracle_response:-1 0 
actual_loop_count:954, actual_oracle_response:-1 -1 
actual_loop_count:955, actual_oracle_response:-1 -1 
actual_loop_count:956, actual_oracle_response:-1 -1 
actual_loop_count:957, actual_oracle_response:0 0 
actual_loop_count:958, actual_oracle_response:-1 0 
actual_loop_count:959, actual_oracle_response:0 0 
actual_loop_count:960, actual_oracle_response:-1 -1 
actual_loop_count:961, actual_oracle_response:-1 -1 
actual_loop_count:962, actual_oracle_response:-1 0 
actual_loop_count:963, actual_oracle_response:-1 -1 
actual_loop_count:964, actual_oracle_response:-1 0 
actual_loop_count:965, actual_oracle_response:0 -1 0 
actual_loop_count:966, actual_oracle_response:0 0 
actual_loop_count:967, actual_oracle_response:0 0 
actual_loop_count:968, actual_oracle_response:0 0 
actual_loop_count:969, actual_oracle_response:0 -1 0 
actual_loop_count:970, actual_oracle_response:0 -1 0 
actual_loop_count:971, actual_oracle_response:0 -1 0 
actual_loop_count:972, actual_oracle_response:0 -1 0 
actual_loop_count:973, actual_oracle_response:0 -1 -1 
